"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5772","SCB DE – Main Page, ""Sign up - For Learner"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5748","CySEC FR – Main Page, ""Sign up"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5731","CySEC PL – Main Page, ""Sign up - For Learner"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5865","CySEC EN – Main Page, ""Try demo - For Learner"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","6264","SCB FR – Main Page, ""Create your account - Ready"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","6417","FCA EN – Main Page, ""Try demo"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5697","CySEC EN – Main Page, ""Sign up"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5746","CySEC FR – Main Page, ""Sign up- Why Capital"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5703","SCB RU – Main Page, ""Sign up- Why Capital"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","10736","SCB FR – Main Page, ""Sell link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5728","CySEC EN – Main Page, ""Sign up - For Learner"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","10022","SCB EN – Main Page, ""Sell link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","11907","SCB RU – Main Page, ""Sell link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5658","CySEC NL – Main Page, ""Create your account - Ready"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","11197","ASIC EN – Main Page, ""Buy link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","9530","SCA AR – Main Page, ""Buy link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5733","ASIC EN – Main Page, ""Create your account - Ready"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","11253","CySEC NL – Main Page, ""Buy link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","6200","CySEC RO – Main Page, ""Create your account - Ready"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5746","SCB DE – Main Page, ""Sign up"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","9607","SCB AR – Main Page, ""Sell link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","9818","SCB DE – Main Page, ""Sell link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5745","SCB RU – Main Page, ""Sign up - For Learner"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5600","CySEC NL – Main Page, ""Try demo - For Learner"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","9881","CySEC DE – Main Page, ""Buy link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","10886","CySEC PL – Main Page, ""Sell link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","6333","ASIC EN – Main Page, ""Try demo - For Learner"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","11293","SCB EN – Main Page, ""Buy link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","9450","FCA EN – Main Page, ""Sell link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5466","SCB RU – Main Page, ""Try demo"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","5834","SCA AR – Main Page, ""Create your account - Ready"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
"","9695","CySEC IT – Main Page, ""Buy link"" - un","chromium","2026-02-10","passed","2026-02-10","","main_page/main_page.spec.js","",""
